# CoordinateSystem: GEOGCS["WGS 84",DATUM["World Geodetic System 1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4326"]]
#Label,X/East,Y/North,Z/Altitude,Yaw,Pitch,Roll,Accuracy_(m),Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
IMG_2221.JPG,11.610395,50.967186,423.422700,,,,,9.631890,-8.091175,-3.551832,-3.832842,,,,,11.610280,50.967155,419.589852,84.349165,9.392475,1.471995
IMG_2222.JPG,11.610851,50.967241,420.552700,,,,,7.908118,-7.277867,0.069812,-3.092915,,,,,11.610748,50.967241,417.459781,111.056312,7.928538,37.000755
IMG_2223.JPG,11.611032,50.967072,420.002700,,,,,6.423034,0.608983,4.462160,-4.579698,,,,,11.611041,50.967112,415.423000,181.605507,12.870599,27.461942
IMG_2224.JPG,11.610843,50.966974,421.052700,,,,,6.467577,4.810034,1.065689,-4.190159,,,,,11.610912,50.966984,416.862539,222.062801,16.939585,18.151333
IMG_2225.JPG,11.610573,50.966931,414.442700,,,,,5.105604,4.886761,0.621859,-1.341657,,,,,11.610643,50.966936,413.101041,233.154502,-1.395050,-0.712206
IMG_2226.JPG,11.610346,50.966811,408.652700,,,,,5.495304,3.019077,3.241643,-3.251967,,,,,11.610389,50.966840,405.400731,214.583016,1.042993,-9.719440
IMG_2227.JPG,11.610189,50.966656,408.092700,,,,,5.987208,2.026554,3.722956,-4.228396,,,,,11.610217,50.966690,403.864302,200.252872,10.842117,-5.758821
IMG_2228.JPG,11.610077,50.966517,407.142700,,,,,5.743745,1.853893,3.809187,-3.878631,,,,,11.610103,50.966551,403.264068,201.863445,7.813303,-2.672067
IMG_2229.JPG,11.609951,50.966381,406.932700,,,,,5.671433,2.282602,3.337989,-3.976519,,,,,11.609984,50.966411,402.956180,203.800282,12.923323,10.051516
IMG_2230.JPG,11.609786,50.966268,407.702700,,,,,5.815309,3.235194,2.399201,-4.194661,,,,,11.609832,50.966290,403.508038,216.498487,13.726799,10.354088
IMG_2231.JPG,11.609580,50.966184,407.622700,,,,,5.471386,3.779427,1.515249,-3.654588,,,,,11.609634,50.966198,403.968111,220.364425,13.731120,8.935417
IMG_2232.JPG,11.609310,50.966133,407.272700,,,,,5.847582,4.363216,0.080336,-3.892314,,,,,11.609372,50.966134,403.380385,236.121253,12.586477,7.206057
IMG_2233.JPG,11.608975,50.966130,407.812700,,,,,7.547576,6.131056,-1.288448,-4.209032,,,,,11.609062,50.966118,403.603665,250.331608,13.478083,9.178508
IMG_2234.JPG,11.608659,50.966187,407.552700,,,,,7.176639,5.584462,-2.921388,-3.432698,,,,,11.608738,50.966160,404.119998,262.700244,12.781862,9.538896
IMG_2235.JPG,11.608326,50.966308,405.762700,,,,,8.407459,5.427781,-5.408700,-3.459843,,,,,11.608403,50.966260,402.302852,280.072758,13.409787,9.377078
IMG_2236.JPG,11.608056,50.966538,405.912700,,,,,10.610716,3.414411,-9.281569,-3.844680,,,,,11.608104,50.966454,402.068012,313.732520,15.142804,12.252363
IMG_2237.JPG,11.607943,50.966819,406.342700,,,,,9.696246,-0.191167,-8.844363,-3.969621,,,,,11.607941,50.966740,402.373073,344.573849,14.681443,13.394563
IMG_2238.JPG,11.608026,50.967143,406.862700,,,,,,,,,,,,,,,,,,
IMG_2239.JPG,11.608318,50.967401,407.842700,,,,,,,,,,,,,,,,,,
IMG_2240.JPG,11.608743,50.967564,407.852700,,,,,,,,,,,,,,,,,,
IMG_2241.JPG,11.609128,50.967607,407.392700,,,,,,,,,,,,,,,,,,
IMG_2242.JPG,11.609475,50.967588,406.872700,,,,,6.401820,-5.453121,0.082972,-3.352595,,,,,11.609397,50.967588,403.520102,123.421940,14.745724,1.894908
IMG_2243.JPG,11.609771,50.967522,407.102700,,,,,6.092203,-4.932091,1.220873,-3.361382,,,,,11.609701,50.967533,403.741316,134.846882,15.034396,2.920270
IMG_2244.JPG,11.610002,50.967421,407.532700,,,,,5.202693,-3.494146,1.956870,-3.321086,,,,,11.609952,50.967438,404.211613,147.368037,15.678426,4.972890
IMG_2245.JPG,11.610167,50.967308,407.982700,,,,,4.350332,-2.488938,2.051857,-2.918982,,,,,11.610132,50.967326,405.063717,154.298729,15.206763,-3.126913
IMG_2246.JPG,11.610282,50.967175,407.702700,,,,,4.297426,-1.172794,2.247195,-3.470236,,,,,11.610266,50.967195,404.232463,173.927290,13.355094,11.201476
IMG_2247.JPG,11.610354,50.967036,408.722700,,,,,4.402157,-1.003978,2.479062,-3.496464,,,,,11.610340,50.967058,405.226236,176.642715,15.431410,10.660129
IMG_2248.JPG,11.610398,50.966873,405.792700,,,,,4.261120,-0.233419,3.694521,-2.110256,,,,,11.610395,50.966906,403.682443,174.374523,1.392160,16.269230
IMG_2249.JPG,11.610219,50.966689,403.112700,,,,,5.785936,3.732420,2.676070,-3.519197,,,,,11.610273,50.966713,399.593501,218.844169,6.566338,15.555126
IMG_2250.JPG,11.609936,50.966586,399.282700,,,,,5.394249,5.179579,0.227489,-1.489339,,,,,11.610010,50.966588,397.793359,230.189260,2.612026,24.044184
IMG_2251.JPG,11.609614,50.966556,391.292700,,,,,5.107673,4.909129,-0.199337,-1.396080,,,,,11.609684,50.966554,389.896618,239.108442,-4.542699,-2.041617
IMG_2252.JPG,11.609260,50.966534,385.432700,,,,,5.531205,5.208712,-0.684101,-1.730767,,,,,11.609334,50.966528,383.701930,247.514413,-1.829225,-1.795102
IMG_2253.JPG,11.608872,50.966507,378.502700,,,,,5.418989,5.335869,-0.073154,-0.942652,,,,,11.608948,50.966507,377.560046,243.547882,-2.858848,-4.623030
IMG_2254.JPG,11.608497,50.966464,373.562700,,,,,,,,,,,,,,,,,,
IMG_2255.JPG,11.608128,50.966417,369.282700,,,,,,,,,,,,,,,,,,
# Total error,,,,,,,,7.884188,5.763592,3.126711,4.377797,,,,
